"","YYYYMM","Value","energy_type","sector"
"5175",200813,18402.95,"Total","Commercial"
"5176",200901,1811.738,"Total","Commercial"
"5177",200902,1529.831,"Total","Commercial"
"5178",200903,1533.106,"Total","Commercial"
"5179",200904,1375.368,"Total","Commercial"
"5180",200905,1380.714,"Total","Commercial"
"5181",200906,1451.547,"Total","Commercial"
"5182",200907,1471.814,"Total","Commercial"
"5183",200908,1500.709,"Total","Commercial"
"5184",200909,1353.825,"Total","Commercial"
"5185",200910,1382.452,"Total","Commercial"
"5186",200911,1376.97,"Total","Commercial"
"5187",200912,1721.483,"Total","Commercial"
"5188",200913,17888.419,"Total","Commercial"
"5189",201001,1753.387,"Total","Commercial"
"5190",201002,1586.83,"Total","Commercial"
"5191",201003,1465.759,"Total","Commercial"
"5192",201004,1306.239,"Total","Commercial"
"5193",201005,1407.181,"Total","Commercial"
"5194",201006,1496.49,"Total","Commercial"
"5195",201007,1541.091,"Total","Commercial"
"5196",201008,1542.419,"Total","Commercial"
"5197",201009,1386.196,"Total","Commercial"
"5198",201010,1361.283,"Total","Commercial"
"5199",201011,1451.569,"Total","Commercial"
"5200",201012,1761.589,"Total","Commercial"
"5201",201013,18059.834,"Total","Commercial"
"5202",201101,1763.477,"Total","Commercial"
"5203",201102,1541.291,"Total","Commercial"
"5204",201103,1541.044,"Total","Commercial"
"5205",201104,1351.271,"Total","Commercial"
"5206",201105,1379.866,"Total","Commercial"
"5207",201106,1458.004,"Total","Commercial"
"5208",201107,1569.998,"Total","Commercial"
"5209",201108,1549.256,"Total","Commercial"
"5210",201109,1375.921,"Total","Commercial"
"5211",201110,1397.712,"Total","Commercial"
"5212",201111,1434.837,"Total","Commercial"
"5213",201112,1622.078,"Total","Commercial"
"5214",201113,17983.22,"Total","Commercial"
"5215",201201,1636.282,"Total","Commercial"
"5216",201202,1488.165,"Total","Commercial"
"5217",201203,1381.434,"Total","Commercial"
"5218",201204,1296.002,"Total","Commercial"
"5219",201205,1385.391,"Total","Commercial"
"5220",201206,1424.462,"Total","Commercial"
"5221",201207,1538.26,"Total","Commercial"
"5222",201208,1506.59,"Total","Commercial"
"5223",201209,1354.834,"Total","Commercial"
"5224",201210,1389.278,"Total","Commercial"
"5225",201211,1437.443,"Total","Commercial"
"5226",201212,1583.633,"Total","Commercial"
"5227",201213,17424.219,"Total","Commercial"
"5228",201301,1699.098,"Total","Commercial"
"5229",201302,1542.854,"Total","Commercial"
"5230",201303,1560.749,"Total","Commercial"
"5231",201304,1353.326,"Total","Commercial"
"5232",201305,1368.879,"Total","Commercial"
"5233",201306,1420.681,"Total","Commercial"
"5234",201307,1507.909,"Total","Commercial"
"5235",201308,1497.848,"Total","Commercial"
"5236",201309,1373.984,"Total","Commercial"
"5237",201310,1389.314,"Total","Commercial"
"5238",201311,1505.96,"Total","Commercial"
"5239",201312,1708.937,"Total","Commercial"
"5240",201313,17930.031,"Total","Commercial"
"5241",201401,1872.85,"Total","Commercial"
"5242",201402,1635.36,"Total","Commercial"
"5243",201403,1625.427,"Total","Commercial"
"5244",201404,1348.376,"Total","Commercial"
"5245",201405,1393.559,"Total","Commercial"
